geolocation_zip_code_prefix,Count,Avg_lat,Avg_lng
15945,3,-21.99881545,-47.4927152
17905,3,-24.22858575,-46.8834127
18023,3,-23.51053162,-47.35567459
18475,3,-24.3192693,-49.14022699
18688,3,-22.59326209,-48.79359624
18619,3,-22.7810998,-48.3999777
19043,3,-22.1554997,-51.38523154
19265,3,-22.21627946,-51.83440693
19882,3,-22.69730654,-50.29170541
19845,3,-24.00762693,-50.47727235
23855,3,-22.86387077,-43.75923427
23942,3,-22.94931989,-44.32408889
23911,3,-23.01194226,-44.2793763
23918,3,-23.03377652,-44.17942568
24741,3,-22.84132429,-42.99775213
24857,3,-22.76053492,-42.931487
24924,3,-22.91271187,-42.70181684
25907,3,-22.6385544,-43.16000185
25917,3,-22.82757021,-43.40739066
25947,3,-22.52160504,-42.96706435
26131,3,-22.76856587,-43.39886889
26153,3,-22.71386706,-43.42534292
26343,3,-22.74418324,-43.53627334
26450,3,-22.66320763,-43.61077629
27553,3,-22.33080056,-44.52822701
27555,3,-22.0566195,-44.99224962
27690,3,-22.08605251,-43.55931365
27972,3,-22.32810184,-41.76439362
27964,3,-22.32885854,-41.74751907
28372,3,-21.21620104,-41.59165051
28420,3,-21.6762721,-41.87766319
28510,3,-15.63286424,-43.07263589
28927,3,-22.62644553,-42.00644875
28997,3,-22.8599105,-42.59600106
28900,3,-22.67224912,-42.0064878
29137,3,-20.36890956,-40.42459106
29131,3,-20.42138502,-40.46039347
29134,3,-20.35516349,-40.43123214
29180,3,-20.07201782,-40.36216847
29212,3,-20.64171596,-40.51512444
29258,3,-20.41550908,-40.64411836
29202,3,-20.67211584,-40.51700526
29815,3,-18.66481037,-40.794957
29807,3,-18.5865676,-40.88704138
29985,3,-18.32097784,-40.40572143
29925,3,-8.445856976,-53.47890808
29938,3,-18.72601617,-39.85577873
30460,3,-19.94231519,-43.97236152
32046,3,-19.87821088,-44.08915772
32181,3,-19.89720119,-44.03491391
32654,3,-19.98802189,-44.17257514
32682,3,-19.93988281,-44.10274967
33147,3,-19.39498394,-44.76506441
33882,3,-19.78694197,-44.12055227
33808,3,-19.77802418,-44.10636786
34015,3,-20.037114,-43.92654218
34940,3,-19.95826027,-43.69681782
35055,3,-18.8501805,-41.99162602
35157,3,-19.22737229,-42.33059152
35172,3,-19.47641552,-42.64225856
35108,3,-19.49545913,-42.4435456
35197,3,-20.77246774,-43.44922634
35166,3,-19.22587211,-42.61424864
35243,3,-19.06879403,-41.53027118
35215,3,-18.4692737,-43.44130117
35296,3,-18.58017741,-41.14519611
35298,3,-18.49446745,-41.10318243
35362,3,-20.0934086,-42.62569182
35303,3,-19.78132081,-42.15197502
35311,3,-19.85215603,-42.20717012
35384,3,-20.23700227,-42.81376607
35435,3,-20.46266261,-42.90413473
35526,3,-20.46922674,-44.22316879
35532,3,-20.36847927,-44.68741805
35552,3,-20.4322536,-45.13092156
35568,3,-20.44817958,-45.55714376
35688,3,-20.22824024,-44.40077716
35662,3,-19.88162966,-44.74243632
35733,3,-20.36317096,-44.44273057
35905,3,-19.6198467,-43.4360563
35904,3,-19.59429157,-43.19811846
36094,3,-21.58214603,-43.48673387
36316,3,-21.24383622,-44.41218487
36315,3,-21.22580214,-44.32458882
37011,3,-21.58145047,-45.43378852
37007,3,-21.03793135,-45.00085892
37134,3,-21.50879905,-46.19824576
37413,3,-21.68751553,-45.23714384
37418,3,-21.66594699,-45.28104555
37572,3,-20.59093369,-44.63699358
37670,3,-22.55044093,-45.92132029
37723,3,-21.59547343,-46.31949486
38409,3,-18.92805131,-48.21458249
38607,3,-17.22521009,-46.85559478
38773,3,-17.39778966,-45.83314769
38980,3,-19.8887919,-46.02071324
39153,3,-18.41947377,-43.49541874
39220,3,-18.1074725,-44.25980941
39365,3,-16.5341439,-44.53053106
39489,3,-15.29676264,-44.41274124
39590,3,-16.84587232,-43.58804521
39704,3,-20.07437978,-42.82067382
40215,3,-12.98610192,-38.47541683
40386,3,-12.92268597,-38.47791356
40483,3,-12.92086528,-38.48206212
40410,3,-12.9447174,-38.49642027
41214,3,-12.93043504,-38.44304342
41220,3,-12.95874719,-38.47774622
41351,3,-12.90053132,-38.39962992
41337,3,-12.92358837,-38.43359194
41483,3,-12.92970922,-38.38568882
41505,3,-12.87322012,-38.40272165
42833,3,-11.86952488,-40.21960571
42835,3,-12.72484465,-38.2163896
43813,3,-12.66404903,-38.50139021
44010,3,-12.27967877,-38.96632171
44046,3,-12.19596033,-38.99462974
44097,3,-12.31218238,-38.89599264
44042,3,-12.21562724,-38.9960315
44560,3,-12.90613793,-39.19207626
44750,3,-11.10753322,-40.07047269
45195,3,-17.7332633,-42.52750831
45205,3,-13.86793074,-40.06720759
45265,3,-14.3404772,-40.90772715
45211,3,-13.87208743,-40.09451146
45440,3,-13.60355354,-39.10060643
45428,3,-16.74686774,-41.47408761
45983,3,-14.09649959,-37.7625534
45968,3,-17.47462331,-40.29762802
45955,3,-17.25641672,-40.02070527
47805,3,-12.14952151,-45.00082946
48150,3,-12.01411829,-38.62789452
49051,3,-10.92845445,-37.06247021
49046,3,-10.94684176,-37.05723209
49009,3,-11.09921414,-37.13488624
49220,3,-11.26470136,-37.61917481
49250,3,-11.52259645,-37.50900137
49580,3,-10.75691428,-37.31369101
49670,3,-10.2623118,-37.31211236
49660,3,-10.35455243,-37.18291959
49760,3,-10.70327821,-37.03551419
49830,3,-9.969526041,-37.08308453
49940,3,-10.35462979,-36.91898629
52125,3,-8.02043142,-34.87861274
52165,3,-7.984732286,-34.91963156
53525,3,-7.910952123,-34.90352129
54300,3,-8.12461373,-34.9653699
54517,3,-8.277071013,-35.00626825
54710,3,-8.00156206,-35.04860327
54737,3,-7.98259366,-35.06900817
55040,3,-8.286712788,-36.00881584
55178,3,-18.24004514,-43.04319485
55160,3,-16.13353085,-38.70874521
55154,3,-8.332157632,-36.41726121
55355,3,-8.918811693,-36.65872518
55735,3,-5.011990908,-42.03111682
55811,3,-7.844272765,-35.24648589
56210,3,-8.188723793,-40.66000828
56319,3,-9.378393347,-40.51163795
56309,3,-9.374186543,-40.53687803
56515,3,-8.417541194,-37.04859295
56930,3,-7.939345239,-38.15328763
57086,3,-9.631615648,-35.73311866
57074,3,-9.552955263,-35.74681944
57039,3,-9.578299107,-35.66043233
57257,3,-9.833468286,-35.97768357
57244,3,-10.01141578,-36.02319565
57260,3,-9.625269657,-36.02242531
57309,3,-9.721549631,-36.67993654
57350,3,-9.959598568,-36.79002181
57319,3,-0.483504696,-28.42444412
57390,3,-10.05737692,-36.81265754
57425,3,-9.659669658,-37.0015683
57440,3,-9.603077766,-37.24771684
57430,3,-9.634283271,-37.20614778
57625,3,-9.388802041,-36.76056802
57630,3,-9.58337464,-36.47019909
57995,3,-9.275903813,-35.72658448
58082,3,-7.17237514,-34.89992098
58069,3,-7.170199148,-34.87702716
58115,3,-7.147147255,-35.96136762
58184,3,-6.679054234,-36.41984928
58289,3,-6.913615302,-35.24424992
58287,3,-6.898694295,-35.19935979
58254,3,-6.573571692,-35.43769849
58273,3,-6.644478045,-35.29162658
58382,3,-7.247635559,-35.66622596
58395,3,-6.819015679,-35.64201386
58483,3,-7.752159182,-36.31843892
58515,3,-8.076670725,-37.09729059
58665,3,-6.941104962,-36.6279026
58745,3,-7.387134649,-37.50844354
58725,3,-7.160454079,-37.30722309
58737,3,-7.265769518,-37.34147009
58723,3,-6.845313517,-37.32534553
58818,3,-6.618167311,-38.09634113
58893,3,-6.212159819,-37.35523889
58808,3,-6.772864129,-38.23839978
58824,3,-6.55196225,-38.07699887
58895,3,-6.188313308,-37.53571943
58955,3,-7.215061743,-38.36921083
58994,3,-7.426339408,-38.26255966
58985,3,-7.553345694,-38.332765
58993,3,-7.421351004,-38.21811489
59184,3,-6.049652332,-35.4323754
59227,3,-6.390625126,-35.59786899
59297,3,-5.789209994,-35.30778234
59210,3,-6.341541223,-36.08510067
59315,3,-6.815904086,-37.19881332
59410,3,-5.94914257,-35.92695403
59596,3,-5.098020279,-36.24182107
59528,3,-5.988987926,-36.41243182
59535,3,-5.698334061,-36.24544442
59565,3,-5.622510463,-35.59801565
59513,3,-5.641887591,-36.87014937
59635,3,-5.22859579,-37.34922033
59815,3,-5.992472687,-37.94409032
59840,3,-5.929135092,-38.04529413
60357,3,-3.757906572,-38.58209416
60544,3,-3.771097338,-38.57107323
61629,3,-3.666952745,-38.70758504
61809,3,-3.907262551,-38.59959005
61909,3,-3.903379458,-38.62263975
61930,3,-3.837805986,-38.58118142
62107,3,-3.7752823,-40.49886194
62105,3,-6.081973684,-39.76710002
62480,3,-3.466312657,-40.68119451
62410,3,-2.908957408,-41.23662683
62508,3,-3.503229218,-39.58083535
62660,3,-3.6759334,-39.34045636
62886,3,-4.096054014,-38.49949742
62884,3,-4.110238596,-38.48422485
62903,3,-5.990887409,-38.35939366
63047,3,-7.247597611,-39.31031367
63011,3,-7.198652319,-39.31943287
63036,3,-7.233549728,-39.27658854
63013,3,-7.206395393,-39.30161281
63115,3,-7.225078451,-39.42195515
63133,3,-7.233613928,-39.36530863
63104,3,-7.239391563,-39.40792215
63109,3,-7.272139401,-39.43664086
63490,3,-5.455589583,-38.46247636
63503,3,-6.370269706,-39.28864104
63902,3,-4.966851634,-39.02666647
64039,3,-5.188491345,-42.76101871
64063,3,-5.041076803,-42.77021253
64067,3,-5.00733218,-42.78044856
64075,3,-5.108914448,-42.77248166
64083,3,-5.108910067,-42.73770012
64084,3,-5.085652589,-42.73464592
64108,3,-4.395196895,-42.1147624
64165,3,-3.496954703,-42.43523142
64217,3,-2.937571138,-41.76768128
64278,3,-4.555008734,-41.96958843
64206,3,-2.9007837,-41.75608822
64250,3,-4.254567558,-41.27247207
64210,3,-2.919926569,-41.74086252
64233,3,-3.476601907,-41.84226912
64283,3,-4.485332359,-42.11271222
64333,3,-5.864192361,-41.06069466
64475,3,-6.622841494,-42.69506745
64480,3,-6.652049127,-42.532281
64520,3,-6.396020452,-42.26037469
64512,3,-6.598848296,-42.28222636
64595,3,-7.831499423,-40.90158383
64695,3,-7.3322292,-40.63667016
64678,3,-7.375124494,-40.96758775
64763,3,-8.495785127,-41.83412738
64725,3,-7.753795104,-42.67845204
64710,3,-7.777868147,-42.25471207
64767,3,-8.377891551,-41.83568633
64893,3,-8.401252761,-42.91263794
64895,3,-8.206383047,-42.834627
64807,3,-6.787772639,-43.01133383
64855,3,-7.220780571,-44.19477689
64838,3,-7.965022391,-43.22521928
64923,3,-8.452598,-43.94154833
64975,3,-10.12828134,-44.95238097
65078,3,-2.51300925,-44.26430791
65092,3,-2.574635329,-44.23037723
65083,3,-2.551103986,-44.21513808
65195,3,-2.500432886,-43.25375006
65238,3,-2.647577554,-44.89562147
65269,3,-1.854240497,-45.11308306
65276,3,-2.225803553,-45.30678119
65275,3,-1.532198989,-45.07954688
65301,3,-3.652815546,-45.38803819
65455,3,-3.391338451,-43.9920397
65468,3,-3.628301194,-44.55683603
65625,3,-4.152453704,-42.94617199
65615,3,-5.112262536,-43.80768761
65708,3,-4.377545449,-44.67192367
65795,3,-5.485450353,-44.08426015
65762,3,-5.043545609,-44.57261622
65723,3,-4.63066585,-44.76159738
65808,3,-7.118897893,-46.25993417
65885,3,-7.218531517,-44.55507182
68047,3,-2.457483525,-54.74858225
68182,3,-4.261502824,-55.99423826
68388,3,-7.644858345,-50.35747312
68505,3,-5.343238064,-49.09882683
68535,3,-5.796204667,-48.3279408
68509,3,-5.355627461,-49.10450303
68734,3,-1.153121197,-47.30322415
68792,3,-1.305295784,-48.04698261
68860,3,-0.791355185,-48.54267217
68890,3,-0.158053574,-50.39068279
68985,3,-16.3311437,-52.18976676
69008,3,-3.09060385,-59.89400871
69104,3,-3.140057684,-58.43895772
69195,3,-2.968904478,-57.58534428
69200,3,-4.391270069,-59.5936485
69280,3,-5.80923683,-61.29577553
69260,3,-5.12373685,-60.37297406
69380,3,3.362115058,-59.83322249
69555,3,-3.374206546,-64.71184793
69620,3,-3.364424592,-68.19783505
69910,3,-9.957905933,-67.81808285
69983,3,-8.95455,-72.783659
69927,3,-9.595140028,-67.54296064
70072,3,-15.80116895,-47.88254109
70048,3,-15.79778154,-47.87468158
70043,3,-15.7989285,-47.8709235
70175,3,-15.80038624,-47.8605267
70150,3,-15.80048812,-47.86100134
70634,3,-15.74718871,-47.92536087
70723,3,-15.78155424,-47.88551526
70710,3,-15.75411751,-47.89183146
70876,3,-15.74779892,-47.88476688
70908,3,-15.7652846,-47.856663
71540,3,-15.7386161,-47.88054806
71956,3,-15.85464587,-48.03698607
71978,3,-15.86176542,-47.98551603
71979,3,-15.86983373,-48.01913202
71965,3,-15.86014045,-48.02743357
72834,3,-16.21737988,-47.91917601
72887,3,-16.082745,-47.93224124
72917,3,-15.69399232,-48.26654247
72922,3,-15.72845173,-48.31731527
73036,3,-15.6442245,-47.80553625
73753,3,-15.4565751,-47.61019349
74010,3,-16.6653308,-49.2605961
74005,3,-16.6512956,-49.26427191
74433,3,-16.66321391,-49.31157612
74464,3,-16.65586188,-49.3548504
74505,3,-16.66785893,-49.29460583
74766,3,-16.667088,-49.18061
74938,3,-16.7528523,-49.28763663
74958,3,-16.80139855,-49.31868323
74927,3,-16.75599032,-49.20585255
75066,3,-16.27741467,-48.97936253
75251,3,-16.71316317,-49.10375227
75355,3,-17.04735466,-49.63099096
75420,3,-16.25334177,-49.36830393
75536,3,-18.41152616,-49.24724577
75819,3,-19.18299381,-51.39898267
75845,3,-16.74473036,-51.52946306
76125,3,-16.66747543,-50.64581845
76130,3,-16.60824368,-50.79071205
76381,3,-15.30544274,-49.11622208
76388,3,-15.31505451,-49.13487102
76493,3,-13.90245516,-49.40402651
76670,3,-15.71998782,-49.82646843
76874,3,-9.890412536,-63.02218429
76919,3,-11.18941968,-61.5246435
77063,3,-10.32915373,-48.32316752
77017,3,-10.18496091,-48.34484056
77080,3,-10.31687255,-48.15460532
77368,3,-12.74893028,-48.23783729
77430,3,-11.71909517,-49.09470044
77485,3,-11.34138744,-49.26685789
77593,3,-10.54606199,-46.41919738
77645,3,-9.753702992,-48.35577831
77714,3,-8.965545991,-48.16566689
77783,3,-7.759597791,-48.5780856
77716,3,-8.775035643,-47.74939295
77723,3,-8.958467204,-47.33711355
77704,3,-8.971529406,-48.18826093
77829,3,-7.223332021,-48.23804783
77840,3,-7.035135194,-48.39619995
77870,3,-7.203642214,-47.75875799
77905,3,-6.392815766,-47.86610721
78089,3,-15.64324906,-55.99724695
78145,3,-15.66452496,-56.13866599
78132,3,-15.68000933,-56.14928072
78152,3,-15.66238585,-56.15486357
78116,3,-15.63631081,-56.10678933
78338,3,-10.84511031,-61.46020219
79134,3,-21.65447886,-54.43161854
79125,3,-20.98146145,-54.50371832
79648,3,-20.32579674,-51.31000727
79839,3,-22.25292343,-54.78778608
79862,3,-22.13155055,-54.61469434
82305,3,-25.43077652,-49.35414851
82821,3,-25.42351365,-49.21517696
83308,3,-25.48592383,-49.12227263
83502,3,-25.31789811,-49.27838207
84196,3,-23.70285272,-46.40155877
84173,3,-24.79227215,-49.99152017
84275,3,-24.25225756,-51.67606739
84604,3,-26.22275481,-51.04373793
85064,3,-25.3602982,-51.43808091
85031,3,-25.41146364,-51.55703955
85820,3,-24.9135938,-53.45080696
85937,3,-24.60938923,-53.61602851
85995,3,-24.3694678,-54.01523432
86609,3,-23.19514728,-51.44143908
86625,3,-22.92991951,-51.71445908
86884,3,-24.31383233,-51.8049106
87062,3,-23.46502193,-51.95147926
87118,3,-23.43795488,-51.87662626
87214,3,-23.60511916,-52.51856025
87545,3,-23.72449038,-53.81062627
87521,3,-23.52824837,-53.46536231
87680,3,-22.65683607,-52.08364868
87840,3,-23.23649446,-52.76199118
88318,3,-26.98747244,-48.79356043
88543,3,-27.93287861,-50.09923638
89083,3,-26.89717043,-49.26679764
89072,3,-26.88210256,-49.15628723
89194,3,-27.19959324,-50.07037149
89246,3,-26.54625676,-48.71381331
89410,3,-26.52900555,-50.34219683
89518,3,-26.85540718,-51.3757867
89765,3,-27.25496053,-52.49947088
89875,3,-26.68569359,-53.15673418
89828,3,-26.85762445,-52.56748084
89998,3,-26.45080476,-52.82987614
90251,3,-29.9737755,-51.19155225
91280,3,-30.04490054,-51.09701786
91349,3,-30.02530441,-51.16329075
92314,3,-29.92015168,-51.18367351
92415,3,-29.9027412,-51.14085014
94140,3,-29.91331932,-51.03404174
94967,3,-29.91160178,-51.07514865
95160,3,-29.40536384,-51.03635432
95182,3,-29.27631536,-51.3376713
95272,3,-29.05848994,-51.26126251
95538,3,-29.45985498,-50.13427454
95717,3,-29.1068225,-51.45989558
95709,3,-29.12290912,-51.54101208
95833,3,-29.78256549,-52.18555139
95902,3,-29.47815889,-51.9791177
95937,3,-29.37550087,-52.11097017
95948,3,-29.31163965,-52.06285592
96130,3,-31.69818283,-52.15610042
96439,3,-31.66694,-54.07083
96842,3,-29.76545858,-52.44056574
96814,3,-29.71387797,-52.44484434
97021,3,-29.69589773,-53.83235053
99457,3,-29.03585279,-53.04176897
99528,3,-28.11855323,-52.7824527
99655,3,-27.42176864,-52.67502181
99687,3,-27.74795337,-53.06235051
99645,3,-27.53125938,-52.73146844
99795,3,-27.41005317,-52.41363609
99720,3,-27.8198119,-52.44512392
1108,4,-23.52723217,-46.63035442
1489,4,-23.57664999,-46.68740005
2175,4,-23.51588669,-46.57489159
2304,4,-23.48082371,-46.60545933
2525,4,-23.50217383,-46.6574085
2501,4,-23.51491229,-46.66118358
2701,4,-23.51183462,-46.67877215
2816,4,-23.46132845,-46.70646297
2817,4,-23.46322983,-46.70244085
2997,4,-23.53527072,-46.68065127
3074,4,-23.52223121,-46.56464924
3108,4,-23.56543865,-46.60872555
3606,4,-23.52256925,-46.54756099
3878,4,-23.51048637,-46.49377179
4036,4,-23.59719512,-46.63666638
4333,4,-23.66112031,-46.64460462
4867,4,-23.69649228,-46.73394367
4882,4,-23.80931051,-46.75711047
4952,4,-23.72075663,-46.75279662
4928,4,-23.70708099,-46.73276133
4906,4,-23.67555011,-46.75526494
5034,4,-23.51151758,-46.68380078
5312,4,-23.52999411,-46.73750669
5602,4,-23.57721466,-46.70470881
6334,4,-23.54447899,-46.83207894
6534,4,-23.41466156,-46.8688435
6652,4,-23.5496037,-46.92632692
6793,4,-23.61068793,-46.76703346
6861,4,-23.73077825,-46.81190229
6882,4,-23.74032384,-46.89787469
6870,4,-23.73077219,-46.87775702
7087,4,-23.41893286,-46.52338758
7413,4,-23.40804122,-46.36158513
7414,4,-23.40630652,-46.36483793
7788,4,-23.35221574,-46.8256991
7986,4,-23.28927648,-46.70007881
7945,4,-23.26386756,-46.73123525
8241,4,-23.51927987,-46.43653925
9273,4,-23.65525915,-46.50267714
9336,4,-23.66321256,-46.41528666
9603,4,-23.66210272,-46.56452844
9762,4,-23.70620528,-46.52050115
9836,4,-23.806881,-46.61753681
9914,4,-23.69070981,-46.63157101
11603,4,-23.73209399,-45.40325047
12095,4,-23.07559202,-45.53831478
12404,4,-22.90672124,-45.47078355
12415,4,-22.9603295,-45.4084685
12524,4,-22.81280474,-45.17479404
13226,4,-23.24340153,-46.82761413
13413,4,-22.67005207,-47.6085771
13427,4,-22.74295031,-47.57463474
14185,4,-17.65644608,-45.43053856
14410,4,-20.50254644,-47.37157513
14707,4,-20.93344455,-48.49239058
14904,4,-21.51689531,-48.68957899
15154,4,-20.68326475,-49.68978312
15612,4,-20.27649557,-50.25664277
15953,4,-21.97589148,-47.67509017
16406,4,-21.65681004,-49.76501765
17110,4,-21.98676868,-48.82150376
17214,4,-22.28819826,-48.51269201
18615,4,-22.89600349,-48.44074969
19057,4,-22.11675932,-51.44029577
19120,4,-22.38784611,-50.13476667
19270,4,-22.28544826,-52.10286854
19812,4,-22.63949889,-50.3964712
23951,4,-23.02409033,-44.5146767
24476,4,-22.77099822,-43.01575894
24876,4,-22.71253424,-42.89540473
26055,4,-22.67088732,-43.44682083
26177,4,-22.71695548,-43.3594206
27360,4,-22.57715889,-44.21732103
27973,4,-22.36072169,-41.77220093
28175,4,-22.33661387,-42.46220269
28165,4,-9.096035575,-40.17794906
28145,4,-20.75734518,-49.88184551
28396,4,-20.93012869,-41.95575542
28398,4,-20.82155819,-41.90794603
28490,4,-17.61812051,-40.36091092
29263,4,-20.37378292,-40.56310209
29211,4,-20.64404602,-40.51275464
29297,4,-20.70682235,-41.01712786
29654,4,2.854529956,-70.31520025
30286,4,-19.9265599,-43.92578549
30480,4,-19.92828414,-43.97516889
32020,4,-19.91136693,-44.07420001
32610,4,-19.95906606,-44.1884173
32628,4,-19.94673857,-44.27148902
32616,4,-19.93427395,-44.23933796
34575,4,-19.88341496,-43.83831562
34565,4,-19.88045497,-43.83039704
34950,4,-19.75928625,-43.63346735
35188,4,-19.62936929,-42.74405406
35194,4,-19.17514806,-42.67907602
35267,4,-18.27624231,-42.99784939
35285,4,-18.49655118,-41.30036866
35425,4,-20.34594912,-43.29742151
35551,4,-20.47285386,-45.05407585
35506,4,-20.27483623,-45.00498063
35578,4,-20.44984696,-45.55359193
35521,4,-20.32802409,-44.24058951
35698,4,-19.91907867,-44.70012328
35810,4,-19.35251303,-43.14059313
35932,4,-19.8502077,-43.17699642
36084,4,-21.74257098,-43.41092731
36144,4,-16.97556282,-41.42995619
36146,4,-21.60874733,-44.08956909
36675,4,-21.2275709,-42.82682529
36777,4,-21.2816004,-43.68900312
36935,4,-19.92319845,-41.92117148
37077,4,-21.58275024,-45.45493196
37469,4,-22.24803852,-44.93489776
37412,4,-21.67866704,-45.25294295
37586,4,-22.15958698,-46.17545465
37955,4,-21.0815934,-47.04452788
38038,4,-19.77798225,-47.8939703
39155,4,-18.47227263,-43.49692788
39112,4,-17.81132756,-43.4217273
39245,4,-18.63762483,-44.05928097
39338,4,-16.50572829,-44.8116778
39336,4,-16.12097739,-44.58449305
39385,4,-19.26384112,-45.24696004
39465,4,-14.74908471,-44.41043684
39407,4,-16.73553867,-43.85947489
39741,4,-18.67874552,-42.77572758
40025,4,-12.97176983,-38.50662805
40480,4,-12.92021118,-38.47675134
41291,4,-12.94952659,-38.4648586
41262,4,-12.92780038,-38.40720492
41322,4,-12.90313683,-38.42986704
41349,4,-12.90731039,-38.459388
41305,4,-12.89475664,-38.44992558
44086,4,-12.25333301,-38.90867501
44072,4,-12.23392509,-38.90582466
44055,4,-12.20845242,-38.96274892
44280,4,-12.3040987,-38.64073809
44260,4,-12.02477131,-38.8661066
44680,4,-12.31140713,-39.30950897
45031,4,-14.8817669,-40.81274328
45070,4,-14.85070427,-40.87402411
45150,4,-15.53325872,-40.910207
45215,4,-13.65588607,-40.21271646
45202,4,-13.86044411,-40.09562778
45204,4,-13.85629761,-40.06242491
45720,4,-14.95967446,-39.92089869
46840,4,-12.64778917,-40.93335571
48611,4,-9.430876486,-38.21532698
48916,4,-9.424978594,-40.51694836
49089,4,-10.97420777,-37.11147272
49320,4,-11.06947312,-37.72641512
49510,4,-10.67660123,-37.43903525
49507,4,-10.70989287,-37.42666985
49504,4,-10.69743423,-37.42689391
49630,4,-10.60530799,-37.11302838
50950,4,-8.07087321,-34.95750119
51346,4,-8.107431297,-34.96229431
52190,4,-8.002430968,-34.92633337
53025,4,-8.014312359,-34.8540351
53120,4,-8.010487492,-34.84637398
53405,4,-7.961734269,-34.87358164
53570,4,-7.890734477,-34.91389306
53650,4,-7.814731844,-34.92434027
53605,4,-7.820761821,-34.91532113
54345,4,-8.199914227,-34.9725217
54789,4,-7.977534636,-35.00450164
55019,4,-8.266626992,-35.95370911
55440,4,-8.625480433,-35.83981993
55485,4,-12.81299837,-38.73166933
55555,4,-8.806613598,-35.62734339
55835,4,-7.997070278,-35.21069704
56420,4,-8.320907185,-38.74323981
56510,4,-8.424489046,-37.05831483
56504,4,-8.416009761,-37.0544594
56670,4,-8.249212622,-38.02403544
57241,4,-9.783099416,-36.10188392
57410,4,-9.672143904,-37.33000004
57530,4,-9.115906532,-37.60678417
57535,4,-9.484300483,-37.3745159
57660,4,-9.684047221,-36.30329345
57720,4,-9.475011166,-36.28899322
57990,4,-9.389472781,-35.83969072
58086,4,-7.15260213,-34.89100219
58068,4,-7.198639773,-34.86584065
58108,4,-7.089956463,-35.10756286
58268,4,-6.752233657,-35.43976127
58213,4,-6.7798305,-35.49712702
58250,4,-6.673452346,-35.37509664
58385,4,-7.185330489,-35.68043589
58356,4,-7.125012779,-35.42417873
58350,4,-7.161965454,-35.34996168
58304,4,-7.125716472,-34.95193645
58370,4,-7.380759305,-35.4500696
58324,4,-7.490764882,-34.81292072
58310,4,-7.015720451,-34.83910149
58494,4,-7.642035086,-35.55131212
58441,4,5.013519481,-29.38484559
58480,4,-7.489735282,-36.28813533
58530,4,-7.890657731,-36.82492337
58760,4,-7.229061313,-37.74931626
58775,4,-7.179133405,-38.14942372
58806,4,-6.75086821,-38.23899771
58817,4,-6.915005995,-38.32503219
58922,4,-6.452490183,-38.55190223
59194,4,-6.369992249,-35.00606229
59136,4,-5.723094549,-35.24936555
59154,4,-5.906082006,-35.20406694
59179,4,-6.026309489,-35.15096227
59295,4,-5.77183631,-35.28010726
59220,4,-6.37285425,-36.1873705
59219,4,-6.188445197,-35.35649997
59213,4,-6.466574062,-35.94618002
59350,4,-6.772283081,-36.73588506
59517,4,-5.697076132,-36.52966473
59594,4,-5.35660897,-36.12544395
59560,4,-5.619123181,-35.65583076
59590,4,-5.098929559,-36.00621812
59660,4,-5.777210196,-37.10164882
59604,4,-5.208503681,-37.3624419
59880,4,-6.27792127,-37.79686464
59902,4,-6.088209888,-38.12419123
60321,4,-3.726328279,-38.55781991
60422,4,-3.73497728,-38.55135491
60733,4,-3.793001,-38.5777328
61604,4,-3.757107735,-38.65734729
61626,4,-3.689355107,-38.63622651
61642,4,-3.746178941,-38.60744727
61631,4,-3.69691666,-38.59609622
61941,4,-3.88649824,-38.68495016
62053,4,-3.701164348,-40.31440843
62120,4,-3.58581231,-40.54372263
62674,4,-3.553618308,-38.83044464
62882,4,-4.100241734,-38.48588407
63048,4,-7.251681036,-39.30709581
63110,4,-7.244444931,-39.42987529
63125,4,-7.237091764,-39.39557542
63111,4,-7.243964868,-39.42587026
63501,4,-6.352959981,-39.28758703
63505,4,-6.378329263,-39.32810615
63670,4,-6.325943691,-40.15613984
63765,4,-4.94238093,-40.53798305
64010,4,-5.067119053,-42.79241767
64037,4,-5.189482734,-42.73949852
64034,4,-5.176091757,-42.78503323
64033,4,-5.123609454,-42.76834387
64138,4,-4.512376519,-42.62358087
64175,4,-3.322166061,-42.09034576
64243,4,-3.946711711,-41.27207519
64224,4,-2.85217453,-41.81217651
64315,4,-5.803742686,-41.95533756
64435,4,-5.996954635,-42.70287036
64548,4,-7.238078216,-41.89567914
64570,4,-7.738536138,-41.6786904
64516,4,-7.226170977,-42.17884397
64558,4,-7.583347068,-42.37091828
64606,4,-7.08463114,-41.40974279
64688,4,-7.142492845,-40.94060141
64615,4,-6.945684246,-41.51067136
64608,4,-7.08730086,-41.4344535
64728,4,-8.070696667,-42.29584952
64730,4,-7.659327056,-41.88140204
64815,4,-7.793561089,-42.92356241
64870,4,-7.639713116,-43.95252059
64925,4,-8.727068832,-44.2372556
65091,4,-2.545955894,-44.26389155
65093,4,-2.563363426,-44.24612365
65190,4,-2.511296242,-43.44091392
65230,4,-2.876265776,-44.67293408
65263,4,-1.879811838,-44.60000595
65260,4,-1.999265836,-44.53586993
65450,4,-3.463557674,-43.90817283
65578,4,-2.869204969,-42.13001118
65709,4,-4.038562292,-45.23737623
65906,4,-5.484749046,-47.48823895
66079,4,-1.464197321,-48.4520378
66633,4,-1.394563774,-48.45457762
66840,4,-1.293031737,-48.45858963
68510,4,-5.363847405,-49.10195956
68647,4,-1.077780068,-46.90300475
