geolocation_zip_code_prefix,Count,Avg_lat,Avg_lng
19130,1,-21.91495351,-51.3010115
19295,1,-22.54065716,-52.18066124
19490,1,-22.86336046,-47.05542147
19540,1,-21.77563441,-48.81837013
19620,1,-22.22203074,-50.89551977
20056,1,-22.91377971,-43.2507522
20203,1,-22.79528893,-43.34061053
20350,1,-22.90749755,-43.268823
20776,1,-22.98931517,-43.34858461
20746,1,-22.89832197,-43.30574173
20932,1,-22.85332249,-43.3973601
21065,1,-22.87514004,-43.41383054
21200,1,-22.85347704,-43.30393766
21440,1,-22.8626453,-43.25392423
21785,1,-22.87210492,-43.45521365
21845,1,-22.87448891,-43.45268367
21950,1,-22.90283435,-43.26361256
22003,1,-22.91094506,-43.17286623
22283,1,-22.95615056,-43.19212235
22252,1,-22.94380123,-43.18424635
22453,1,-22.97846916,-43.23383337
22473,1,-22.93101854,-43.35047496
22778,1,-22.93935898,-43.37118565
23591,1,-22.93115737,-43.66385933
23835,1,-22.83658162,-43.76504165
23940,1,-22.9238487,-44.36642122
23972,1,-22.86346711,-42.31128081
23905,1,-22.9813012,-44.30340165
23910,1,-23.0058,-44.295
23944,1,-22.93724334,-44.41463493
24027,1,-21.2189719,-41.87752351
24008,1,-21.21914628,-41.8778246
24007,1,-21.20598003,-41.89638193
24005,1,-22.89354537,-43.1189577
24119,1,-22.86343493,-43.09725737
24211,1,-21.22099485,-41.89197955
24202,1,-22.89542603,-43.11547214
24400,1,-22.82265727,-43.04547528
24733,1,-22.82905663,-42.97254716
24840,1,-22.71890517,-42.86386575
24803,1,-22.73270603,-42.82998508
24865,1,-22.7427597,-42.91668092
24877,1,-22.74561295,-42.88447945
24939,1,-22.91771526,-42.95811181
24909,1,-22.91370411,-42.81004585
24911,1,-22.9026395,-42.83559179
25081,1,-22.6169541,-43.30647644
25689,1,-22.50910899,-43.18746714
25684,1,-22.50733024,-43.19254587
25875,1,-22.01222444,-43.3371231
25941,1,-22.62586673,-43.01067783
25928,1,-22.63601682,-43.02534332
25985,1,-22.133942,-42.77974758
25927,1,-22.5808586,-43.0240052
26025,1,-22.73062911,-43.44141566
26092,1,-22.65666098,-43.52992852
26099,1,-22.69057212,-43.43951671
26014,1,-22.70976972,-43.46239836
26065,1,-22.70365682,-43.44216249
26145,1,-22.7012955,-43.39420921
26393,1,-22.71164867,-43.55824993
26357,1,-22.72092277,-43.55006012
26475,1,-22.67777935,-43.60222029
26473,1,-22.65753155,-43.53684578
26480,1,-22.66791688,-43.58577333
26465,1,-22.67196638,-43.59047221
26511,1,-22.81670516,-43.41717323
27465,1,-22.66127695,-44.10248308
27900,1,-22.38313164,-41.77840759
27953,1,-22.33847038,-41.7554358
28057,1,-21.74407632,-41.3495816
28095,1,-21.74107222,-41.35544543
28143,1,-21.84251258,-41.25341551
28340,1,-21.20794912,-41.88977443
28368,1,-21.01608699,-41.71691389
28435,1,-21.6256455,-41.98519584
28425,1,-21.71472,-41.925
28405,1,-21.64161428,-41.73797143
28580,1,-22.68421518,-43.57681084
28525,1,-21.84685464,-42.26862716
28555,1,-22.34576697,-41.75767926
28662,1,-22.17455822,-42.47257654
28644,1,-21.82489588,-42.54869285
28664,1,-22.205,-42.39806
28755,1,-22.07028446,-42.16001923
28779,1,-21.95588,-42.00791
28945,1,-19.94334269,-43.93585476
29014,1,-20.31870096,-40.33056169
29195,1,-19.93010951,-40.15365065
29174,1,-20.06421048,-40.18297373
29209,1,-20.73131236,-40.55274901
29378,1,-20.336688,-41.1851115
29420,1,-19.90043616,-43.99902966
29475,1,-20.94611,-41.62
29515,1,-20.77150566,-41.53560726
29564,1,-20.78111,-41.80056
29619,1,-19.82528,-41.11111
29609,1,-20.07893434,-41.124294
29695,1,-19.66469628,-40.83650571
29687,1,-19.65590922,-40.46336508
29714,1,-19.54599607,-40.63304203
29737,1,-19.275,-40.9075
29824,1,-18.41278,-41.03667
29826,1,-18.63361,-40.94278
29894,1,-18.19859433,-40.26379335
29978,1,-18.08915821,-40.10959903
29918,1,-19.391727,-40.0610845
29944,1,-18.77346364,-39.7550053
29965,1,-18.41873801,-39.70806405
30001,1,-19.92398884,-43.93570613
30035,1,-19.90115538,-43.91842913
30171,1,-19.92399928,-43.94435975
30186,1,-19.90805787,-43.88381803
30166,1,-19.92623157,-43.93779292
30108,1,-18.99191036,-49.45067632
30328,1,-19.96988595,-43.94239903
30490,1,-19.95150936,-43.97489996
30540,1,-19.96297437,-43.99519656
30686,1,-19.996132,-44.03321256
30760,1,-19.90809822,-43.96181773
31725,1,-19.83982048,-43.94487474
31785,1,-19.80526952,-43.94067926
31820,1,-19.89963465,-44.0023992
32065,1,-19.89748717,-44.13079788
32152,1,-19.88856817,-44.08176768
32440,1,-19.98922127,-44.05801739
32553,1,-19.96971403,-44.17558669
32630,1,-19.9557606,-44.20469878
32688,1,-19.93026525,-44.09896918
32660,1,-19.94889072,-44.16120639
32652,1,-19.94936971,-44.17973172
32635,1,-20.00656756,-44.22586658
32662,1,-19.95227073,-44.14302284
32666,1,-19.94106008,-44.12819238
32690,1,-19.94289438,-44.11464665
32664,1,-19.95067364,-44.11252701
33054,1,-19.75198683,-43.83404384
33084,1,-20.39511586,-43.49217642
33022,1,-19.75471608,-43.83817369
33048,1,-20.70890445,-46.61670129
33171,1,-19.76341747,-43.8677642
33680,1,-19.69975629,-44.04531732
33863,1,-19.78226702,-44.06846195
33921,1,-19.78393888,-44.08101232
33934,1,-19.78252419,-43.98288617
34576,1,-19.85814674,-43.86106748
34720,1,-19.84189776,-43.86458083
34735,1,-19.83309425,-43.862105
35062,1,-18.83748864,-41.96311214
35023,1,-18.87800775,-41.96949976
35133,1,-19.0530102,-42.02236179
35105,1,-18.87194548,-41.96308233
35150,1,-19.07627414,-42.54788008
35161,1,-19.44018264,-42.56736
35168,1,-19.16904243,-42.6778931
35236,1,-20.00758123,-44.04116293
35398,1,-20.50992403,-42.52624407
35305,1,-19.79103073,-42.14472003
35352,1,-20.08178529,-42.34351982
35358,1,-19.92991379,-42.19879331
35355,1,-19.96053291,-42.44247902
35321,1,-20.24136096,-42.03416962
35395,1,-20.40913094,-42.55528403
35423,1,-23.13289603,-50.374805
35426,1,-20.3591036,-43.21150495
35406,1,-20.30999764,-43.57792427
35475,1,-12.97955438,-44.05292
35558,1,-20.25146486,-43.78770608
35593,1,-28.46752584,-52.82034559
35602,1,-19.57386423,-45.30480162
35674,1,-20.0941761,-44.43364803
35665,1,-19.88081244,-44.74380729
35750,1,-19.69791808,-44.17675824
35791,1,-18.80653322,-44.15401477
35798,1,-18.54377114,-44.60333671
35709,1,-19.38742637,-44.05602268
35793,1,-19.14045896,-44.65634388
35804,1,-19.33056,-42.87806
35863,1,-18.80758606,-43.51208643
35955,1,-20.16159337,-43.30065294
35907,1,-19.51048431,-43.36734873
35963,1,-19.96379765,-43.45810249
36011,1,-21.76286901,-43.34323486
36104,1,-21.82914212,-43.18814361
36106,1,-21.71402848,-43.60844542
36148,1,-21.70619635,-43.74502106
36245,1,-23.40541328,-46.45504707
36263,1,-18.97774638,-48.26923798
36318,1,-21.30570731,-44.31546416
36417,1,-20.56222908,-43.85680749
36419,1,-20.52140597,-43.80137611
36485,1,-20.60812437,-43.33279326
36465,1,-20.84097767,-43.54853626
36532,1,-20.91576008,-42.83693142
36649,1,-21.86565942,-42.99874933
36688,1,-30.00520246,-51.19099166
36630,1,-22.05702012,-43.09008428
36666,1,-21.84151848,-42.61943279
36779,1,-21.29435693,-42.72876478
36756,1,-21.92345467,-46.3928458
36778,1,-18.95745939,-49.44925418
36707,1,-19.82190437,-44.00995344
36753,1,-21.44071211,-42.36000071
36787,1,-21.3446523,-42.83187095
36873,1,-23.5433655,-46.889442
36892,1,-19.95506924,-43.94387177
36891,1,-21.58189795,-42.74137616
36876,1,-21.23701664,-42.30685712
36805,1,-20.70089781,-42.2157819
36958,1,-19.89264116,-41.36924443
37072,1,-21.59037403,-45.45244792
37034,1,-21.54525948,-45.45574617
37045,1,-21.55586699,-45.4172097
37038,1,-21.53861413,-45.44658705
37205,1,-21.17541822,-44.92772547
37315,1,-21.98706775,-44.03259789
37411,1,-21.69505277,-45.25879256
37546,1,-22.38683968,-45.88531276
37652,1,-22.70741012,-46.03526216
37725,1,-21.6381773,-46.51674992
37785,1,-23.48969958,-46.6374257
37718,1,-21.8812904,-46.616255
37865,1,-21.01118409,-46.40166193
37927,1,-20.34574364,-46.48387673
38198,1,-19.85852755,-47.58341959
38205,1,-18.86706276,-48.26411698
38294,1,-19.90515209,-50.72601204
38325,1,-19.04329047,-50.48805214
38328,1,-19.04039448,-50.49075486
38433,1,-18.89880063,-48.15751403
38455,1,-18.53401305,-48.19629512
38602,1,-17.22562067,-46.88239989
38772,1,-17.59544427,-45.8898464
38819,1,-19.67698928,-51.18893748
39110,1,-18.08843511,-43.74227172
39175,1,-21.35867651,-46.15054264
39265,1,-19.86403177,-43.90641396
39238,1,-18.7112836,-45.15352142
39207,1,-18.25623,-45.06662
39344,1,-16.49865236,-44.26094481
39325,1,-16.37489444,-45.01540335
39497,1,-14.5198155,-44.39484575
39425,1,-16.08035837,-44.08046043
39416,1,-16.45149,-43.82176
39597,1,-0.93317933,-48.27988549
39585,1,-16.24005084,-43.27495486
39523,1,-15.65488514,-43.06540778
39623,1,-19.89323733,-43.98630468
39629,1,-16.19207982,-41.72616773
39662,1,-17.2575,-43.04361
39664,1,-21.77059918,-43.35523022
39716,1,-18.47465737,-42.30815462
39706,1,-18.62338279,-46.50887358
39711,1,-19.93140931,-41.69191043
39888,1,-19.76161013,-43.84992225
39826,1,-17.67972,-41.87639
39865,1,-17.69938071,-40.76584263
39813,1,-17.15821115,-41.56501492
39866,1,-17.91,-41.01361
39807,1,-21.7817327,-43.34156349
39999,1,-15.52681816,-41.49423151
39931,1,-16.14535827,-40.29688843
40024,1,-12.97766466,-38.51456157
40241,1,-12.98036451,-38.49698047
40245,1,-12.9862542,-38.50429298
40318,1,-12.96124177,-38.48818394
40357,1,-12.94545423,-38.47616516
40396,1,-12.88409321,-38.43363937
40433,1,-12.94479348,-38.3671032
40740,1,-12.862953,-38.4721785
41285,1,-12.9153259,-38.47098758
41333,1,-12.89110429,-38.43492649
41410,1,-12.97561167,-38.4346443
41400,1,-12.98782841,-38.48307734
41520,1,-12.9134476,-38.33498496
41590,1,-12.9996592,-38.46191866
41651,1,-12.95260853,-38.39016977
41681,1,-12.96190846,-38.40685449
41717,1,-12.8765016,-38.33557393
41970,1,-13.00205423,-38.50359638
41980,1,-13.01014683,-38.49550722
41941,1,-13.01266202,-38.47951719
42733,1,-12.84139018,-38.33842602
42849,1,-12.76413457,-38.32269381
42827,1,-12.660831,-38.0909115
43840,1,-12.72945989,-38.52536209
44062,1,-12.26775156,-38.95655175
44073,1,-12.24387,-38.890215
44063,1,-12.28058758,-38.9589513
44045,1,-12.24842582,-38.94855377
44070,1,-12.26395847,-38.9430322
44025,1,-12.24728934,-38.98931137
44035,1,-12.19426189,-38.98818405
44043,1,-12.2433455,-38.94369275
44018,1,-12.24563665,-38.97030335
44030,1,-12.22033521,-38.99636585
44038,1,-12.23471621,-38.95185389
44019,1,-12.24789333,-38.98842651
44218,1,-12.6617753,-38.75132891
44428,1,-23.51430255,-47.13083936
45015,1,-14.84799058,-40.84578142
45009,1,-14.852564,-40.81262114
45089,1,-14.828166,-40.82744025
45079,1,-14.84220121,-40.89073309
45058,1,-14.930478,-40.88709225
45008,1,-14.81712,-40.77611
45104,1,-14.87982108,-40.89121199
45245,1,-14.04571883,-40.56225068
45285,1,-14.75216224,-40.09012559
45209,1,-13.87193142,-40.06643551
45207,1,-13.86919394,-40.0545095
45312,1,-13.2425,-39.75806
45534,1,-14.2779521,-38.99537415
45712,1,-12.98028487,-38.43565483
45824,1,-16.36763864,-39.57364822
45975,1,-12.93342844,-38.49847246
45996,1,-17.53271043,-39.73562215
46103,1,-14.03735,-41.73431
46335,1,-14.58924415,-42.43811683
46410,1,-12.40124246,-38.75402195
46833,1,-12.59372097,-41.01442317
46865,1,-12.79991674,-40.35400462
47827,1,-26.91987291,-49.08680234
47845,1,-12.31391243,-44.8595473
47814,1,-12.94850051,-38.46063227
48000,1,-12.13944142,-38.42297615
48140,1,-12.14615675,-38.64382697
48103,1,-4.596244809,-42.85451674
48288,1,-12.57681,-38.00417
48290,1,-12.25599748,-38.03873055
48289,1,-12.57536932,-38.00267349
48413,1,-10.53611,-38.60667
48668,1,-13.00910118,-38.52597899
48685,1,-8.632654834,-39.24438562
48793,1,-11.02778014,-38.7918949
48745,1,-12.24038638,-38.93229404
48720,1,-11.7956499,-38.88365094
48832,1,-10.67407914,-39.05057508
48922,1,-9.589271582,-40.42544551
49007,1,-11.07561566,-37.13561609
49071,1,-10.8849389,-37.0819984
49005,1,-11.05970385,-37.1067468
49033,1,-11.01054775,-37.09241139
49230,1,-11.35333324,-37.44872624
49535,1,-10.38607476,-37.37878589
49505,1,-10.70891313,-37.42524404
49501,1,-10.67980641,-37.41889838
49640,1,-10.64659834,-37.19255666
49780,1,-10.41594509,-36.9581625
49880,1,-10.1372585,-36.9713602
49920,1,-10.1299352,-36.92661568
50160,1,-8.05708163,-34.90813249
51275,1,-8.107903201,-34.94798612
52290,1,-7.992403012,-34.94006456
52490,1,-8.012741506,-34.92925238
53012,1,-5.783670911,-35.1969468
53360,1,-7.979011309,-34.88336026
53404,1,-7.977419123,-34.90413476
53645,1,-7.870472062,-34.91190638
53615,1,-7.815888211,-34.90558347
54275,1,-8.13331678,-34.97195784
54245,1,-8.100736533,-34.99474647
54353,1,-8.177621297,-34.93752198
54522,1,-8.232989597,-34.98206953
54792,1,-7.979405219,-34.979432
54733,1,-8.002344702,-35.00822628
54758,1,-8.013534841,-34.96562903
54725,1,-7.992048717,-35.04547705
54700,1,-7.985571164,-35.07647803
55042,1,-8.275617465,-36.0042279
55021,1,-8.275906791,-35.94975
55199,1,-7.960677963,-36.20464344
55175,1,-8.176074681,-36.19531529
55156,1,-21.49408059,-56.15458707
55168,1,-8.014421219,-34.90060401
55290,1,-8.912742075,-36.48126133
55265,1,-8.538205697,-36.72504661
55325,1,-9.024839005,-36.57020045
55302,1,-8.514445813,-35.12457338
55402,1,-8.599729854,-35.76314491
55595,1,-8.513416771,-35.12499302
55675,1,-7.940611209,-35.63549046
55600,1,-8.107024862,-35.29715374
55640,1,-8.205833536,-35.563581
55605,1,-8.11671192,-35.29598599
55760,1,-7.784436,-35.8328825
56317,1,-9.362301362,-40.54883039
56345,1,-9.379866148,-40.53875173
56517,1,-8.416261297,-37.04481951
56502,1,-8.408637603,-37.0801902
56825,1,-7.66736927,-37.68926113
56915,1,-7.998162353,-38.30390693
57000,1,-9.638605854,-35.71022155
57140,1,-9.637658609,-35.79101525
57235,1,-10.05558047,-36.05262131
57317,1,-9.7974495,-36.625158
57604,1,-9.428342933,-36.62835256
57750,1,-9.316654311,-36.46675349
57730,1,-9.451208582,-36.38771183
58109,1,-7.226365512,-35.92605872
58177,1,-6.764674391,-36.24693607
58188,1,-6.644907071,-36.24817306
58107,1,-7.240182559,-35.92355247
58291,1,-6.718979213,-35.26602567
58238,1,-6.780540393,-35.81915018
58399,1,-6.904074428,-36.01124479
58424,1,-7.270863313,-35.93640868
58436,1,-7.207082425,-35.94293679
58437,1,-7.210490557,-35.92973013
58403,1,-7.207506513,-35.88881115
58485,1,-7.633933993,-36.43475454
58460,1,-7.743232162,-36.06298763
58535,1,-7.795972403,-36.66106238
58575,1,-7.317522363,-36.65464974
58520,1,-8.082587166,-36.85144034
58533,1,-6.982217132,-34.83016206
58582,1,-7.606377141,-36.81613928
58698,1,-7.211424306,-37.05905567
58708,1,-7.076204748,-37.28688374
58758,1,-7.7404635,-38.0981835
58715,1,-7.124193,-37.60752375
58732,1,-7.123977769,-36.94639316
58705,1,-7.008093118,-37.28845916
58710,1,-6.740552934,-37.56897781
58832,1,-6.54083063,-37.71173132
58820,1,-6.520365,-38.17927929
58933,1,-6.403671412,-38.49845283
58928,1,-6.482814165,-38.47966669
59153,1,-5.886715374,-35.19984602
59157,1,-5.943260254,-35.25519112
59217,1,-6.440139081,-35.78435412
59247,1,-6.122106,-35.47527893
59320,1,-6.464164295,-37.27195426
59420,1,-5.878543233,-35.93521954
59490,1,-5.82380615,-35.55283097
59445,1,-6.09028,-35.94444
59440,1,-6.107529075,-35.91378341
59464,1,-5.840761516,-35.69296348
59530,1,-5.5212826,-36.38155414
59586,1,-5.224181366,-35.8376015
59582,1,-5.455005354,-35.55401775
59555,1,-5.690316421,-35.82009286
59634,1,-5.238587488,-37.32665904
59616,1,-5.140274832,-37.35557764
59613,1,-5.155605,-37.35197775
59609,1,-5.193328371,-37.38204954
59630,1,-5.187300135,-37.31129131
59950,1,-6.485253907,-38.31191619
60183,1,-3.756047484,-38.44595495
60131,1,-3.76166348,-38.51323566
60155,1,-3.726191735,-38.50741827
60512,1,-3.751991692,-38.57928913
60546,1,-3.794815519,-38.61858715
60768,1,-3.820612059,-38.569402
60878,1,-3.85709,-38.49008575
60836,1,-3.803085403,-38.4515775
61621,1,-3.691969926,-38.64800575
61637,1,-3.662562379,-38.79813222
61616,1,-3.72127479,-38.7917746
61608,1,-3.741563422,-38.64286836
61636,1,-3.702078594,-38.69619122
61648,1,-3.756639802,-38.61845112
61661,1,-3.781017574,-38.630875
61625,1,-3.700795109,-38.66338722
61663,1,-3.780884307,-38.65808525
61810,1,-3.889722892,-38.59792196
61802,1,-3.96205819,-38.61282527
61805,1,-3.937524351,-38.60995825
61903,1,-3.881840994,-38.6329311
61949,1,-3.915803569,-38.69094578
61914,1,-3.848017714,-38.64599727
61979,1,-3.504514941,-39.57289794
61935,1,-3.849717015,-38.58081239
62034,1,-3.674196168,-40.35135185
62000,1,-3.69001565,-40.35139748
62032,1,-3.6762,-40.33832
62104,1,-3.695333592,-40.36080616
62113,1,-4.337067186,-38.86945131
62108,1,-15.62361765,-56.05347726
62470,1,-3.357236796,-40.46879358
62505,1,-3.490257518,-39.56743954
62642,1,-3.858105889,-39.33704832
62677,1,-3.503039662,-38.9204162
62738,1,-4.050357373,-39.448793
62734,1,-4.232947648,-39.19329836
62899,1,-4.129987744,-38.49803688
62885,1,-4.131017079,-38.48845525
62881,1,-4.075140262,-38.49929067
62908,1,-4.995,-38.00333
62922,1,-5.083044796,-37.91118134
62948,1,-5.24333,-38.48056
63042,1,-7.234737905,-39.3295197
63012,1,-7.179059273,-39.32728218
63103,1,-7.2436562,-39.41743307
63123,1,-7.211906789,-39.39043296
63215,1,-7.380811533,-38.77444414
63477,1,-4.962473356,-39.01251517
63585,1,-22.55125481,-47.89882956
63632,1,-5.527701494,-39.5977276
63608,1,-5.928246736,-39.42712071
63825,1,-7.206461524,-39.30997945
63910,1,-5.083127033,-39.04096206
63901,1,-4.958991594,-39.03185027
63903,1,-4.973001429,-39.02293431
64069,1,-5.02594,-42.7425
64085,1,-5.10108,-42.72972486
64086,1,-5.115634193,-42.71972351
64079,1,-5.113239831,-42.75174539
64041,1,-5.11575425,-42.73911823
64038,1,-5.2003305,-42.755481
64031,1,-5.133161768,-42.77497754
64178,1,-3.742338879,-42.31015213
64140,1,-3.982393965,-42.62200979
64168,1,-3.484519918,-42.50447017
64225,1,-3.189094549,-41.64084688
64265,1,-4.130638189,-41.77850512
64209,1,-2.921121367,-41.73626788
64205,1,-2.92511977,-41.74282801
64213,1,-2.931025428,-41.75995557
64395,1,-5.855600222,-42.43949155
64335,1,-5.090599188,-42.20321238
64370,1,-5.665901933,-42.20555112
64388,1,-5.409658556,-42.64681246
64495,1,-6.09565,-42.63645
64453,1,-5.620004256,-42.83116334
64468,1,-5.84624689,-42.58037075
64450,1,-5.55841842,-42.61231693
64568,1,-7.60477359,-41.48049692
64514,1,-6.794131282,-42.3934858
64573,1,-7.465534531,-41.12131766
64618,1,-7.103122179,-41.70312718
64680,1,-7.353025294,-40.90831026
64635,1,-6.818036094,-41.34643747
64783,1,-9.065175082,-42.99256484
64788,1,-9.481628695,-42.78964755
64720,1,-7.864519882,-42.50340915
64755,1,-7.937482638,-41.21025104
64801,1,-6.773386848,-43.03468984
64993,1,-10.0300074,-45.30435389
65094,1,-2.50569123,-44.31027914
65033,1,-2.540111488,-44.22518422
65000,1,-2.572348433,-44.20476621
65140,1,-2.923192487,-44.06273522
65233,1,-2.707780707,-44.74003884
65206,1,-2.968129658,-45.34851174
65637,1,-5.116198153,-42.83718546
65632,1,-5.109211348,-42.83227364
65714,1,-4.620044054,-45.45997923
65768,1,-5.49967624,-44.56097148
65880,1,-6.738953376,-44.04398579
65938,1,-5.928939461,-47.3840752
65978,1,-6.820902369,-46.53505641
66695,1,-1.390903804,-48.4732193
66831,1,-1.355806875,-48.46602788
66843,1,-1.24974964,-48.45619947
